
57.108741964074255,nan,75.81722751963277,79.9812372161777,89.13805081726383,nan,91.8520386296725,97.02448303020087,107.84229614325614,nan,nan,nan,100.81023284045791,105.90716868530899,106.54409140868692
60.76155304448042,66.41067166048494,nan,83.56020373072027,94.60037889460222,78.39488564593036,nan,98.53388035192853,109.26791529296784,nan,106.73940523916201,112.7694286687175,nan,nan,105.87173294569698
60.66239695580363,49.4781819113968,nan,83.87186366045647,94.6079966250183,50.97119850715796,nan,98.84937062421137,109.32575573691204,nan,122.88708732467694,127.10658322572026,nan,nan,105.32535778853831
106.30917580801143,106.98882653282686,109.19440663328288,101.85413958710836,82.79920383970054,102.86708880891537,102.5052040343558,92.10824548165499,76.3672666033632,98.65265800747463,85.02251326851173,71.56932556939627,72.54472103454599,63.113430807201475,61.357675031062755
60.3142609358342,nan,nan,82.62225249979412,93.00789708358752,nan,nan,97.91662341559379,108.53219408606081,nan,nan,nan,nan,nan,105.88801025426841
52.96137976828347,nan,nan,79.6033684526502,94.05806392112133,nan,nan,98.42337436122473,112.99241214296785,nan,nan,nan,nan,nan,112.4420522721595
112.0103632224032,113.42796403027198,115.71253630057056,106.03264297395334,81.86386309332455,108.08248925478159,106.45711842144584,92.91531469996048,72.56601176730895,100.24217368887506,83.02646924000696,65.44196300791076,67.2300963769679,54.34491259564257,51.868846847016115
104.38563252052269,105.74218307391274,108.41722815698311,102.01715881708819,83.57503408583925,102.6555153119433,102.73803660165983,93.1801105429842,77.92985343677705,99.25792051988404,86.38197314859549,73.06352734901658,74.35808231507441,64.55764150270751,61.92075696019367
--------------------------------------
95.75260813159919,nan,nan,108.65340250577098,148.81879400653264,nan,nan,103.10334797536841,115.99534138343822,nan,nan,nan,nan,nan,107.71983410802997
96.53452475892263,nan,nan,106.1049043302287,133.08867531212283,nan,nan,100.55115026907168,109.29175249704484,nan,nan,nan,nan,nan,101.83552532604284
68.6761715378038,73.09262782503887,78.83062280198557,nan,nan,82.0951469209027,89.27969645485551,nan,nan,96.65350687577539,nan,nan,nan,nan,nan
96.18222620257217,43.435888783025845,nan,105.92272346760947,132.64548287525793,nan,nan,100.57588686670233,109.3073087334167,nan,nan,165.85904079508282,nan,nan,101.81195732050614
102.30219301773818,96.05957599722197,84.56895360845017,79.13104303255805,77.59496754602692,88.21458573667564,76.5327583651081,74.30692236018999,75.62292993895716,68.27375941462489,72.89487039760758,78.49481767949985,82.1440696710435,89.1168734459629,96.32236640009079
68.06302202282276,72.43698397510288,78.19378735189834,nan,nan,81.58080065805711,88.89006012334069,12.350961163274231,nan,96.49021121620275,nan,nan,nan,nan,nan
67.92248086179745,72.39551999769755,78.18582314126535,nan,nan,81.64365923593871,88.95668685579696,nan,nan,96.54316192761463,nan,nan,nan,nan,nan
96.76343442795957,nan,nan,106.40898026644187,134.1133182506334,nan,nan,100.69216366098533,109.60846206626532,nan,nan,nan,nan,nan,102.07977171811848
--------------------------------------
104.8629634789149,104.05643682040807,nan,nan,139.65558028974755,99.32489832419783,nan,nan,107.06351849377603,nan,nan,99.9481735194218,136.9084178427957,nan,nan
99.89929856565364,nan,nan,108.38461381349931,107.36982472998453,nan,nan,100.76699891698301,94.21376276328293,nan,nan,nan,nan,nan,75.82008645315322
nan,nan,nan,nan,nan,nan,nan,nan,nan,75.73285947297073,67.80693955633456,71.85937055189909,66.14140524803481,77.50434789866118,91.81240139062271
91.8151300443232,98.7871121348042,102.5348981618526,nan,nan,103.38989586107226,103.42254312587043,164.09981582830474,nan,99.69740170750369,167.34428160936383,nan,nan,nan,nan
99.58853939797541,nan,96.99691792638843,107.8344333935349,106.11289110070591,nan,92.51867574017683,100.4627277123055,93.69178577851739,nan,nan,nan,106.58741020550481,91.17144874828627,75.50786376655414
99.33862950577691,nan,nan,107.60820067308394,106.31917624416096,nan,nan,100.39890525203329,93.95035263419733,nan,nan,nan,nan,nan,76.0952454699315
91.9877993008345,98.80144827906545,102.2200750293947,nan,31.717022976533197,103.2376441595894,102.95513180104948,nan,59.08537508039722,99.05272449128681,nan,55.92840562829999,nan,42.44307276731897,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,76.22297734706945,68.36406604468345,72.51889273874653,66.59459547383551,77.96365896722484,92.17087515250942
--------------------------------------104.68835989539068,94.82321139499,nan,nan,84.11398619952114,83.76150682061598,nan,nan,78.07390043906452,nan,nan,82.85377838385217,nan,nan,nan
85.17898097939411,nan,nan,80.14033884901436,63.74266393725333,nan,nan,83.90946783548837,77.99746524445823,nan,nan,nan,nan,nan,81.52832084723471
101.21666475000748,102.30761928607537,107.12378737760785,106.94420769250313,nan,99.95127496694472,103.11901142980774,98.89935709871061,142.7740698243239,102.61067248915953,94.48970932377843,127.08277818468792,85.2143485720414,124.70015468191109,nan
100.13975335691377,103.43557126006318,99.21571193188855,nan,nan,102.96479977576922,94.74343455488889,nan,nan,85.30513107802864,nan,nan,nan,nan,nan
85.3607219333216,nan,nan,80.18708204555665,65.28772078568343,nan,nan,83.85801763061086,78.71648725003598,nan,nan,nan,nan,nan,82.8559717656452
82.21559565483327,92.06651349941397,96.78744120814537,nan,nan,101.3958287199704,102.41640959271223,nan,nan,99.9588288705796,nan,nan,nan,nan,85.21702855923964
85.73887836544644,nan,nan,80.38746118036335,64.80728581790981,nan,nan,83.83947993882869,78.2352328698797,nan,nan,nan,nan,nan,82.07326220031212
85.5394656202805,nan,nan,80.26536122397172,64.73965200340928,nan,nan,83.8351399844387,78.3168136095369,nan,nan,nan,nan,nan,82.22088095728273
